case_id,slice_idx,scribble_path,infection_pixels,scribble_pixels,scribble_ratio,has_infection
coronacases_001,84,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0084.npy,32,4,0.1249999999609375,True
coronacases_001,85,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0085.npy,143,8,0.05594405594014377,True
coronacases_001,86,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0086.npy,136,8,0.05882352940743944,True
coronacases_001,87,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0087.npy,417,20,0.04796163069429348,True
coronacases_001,88,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0088.npy,355,20,0.0563380281674271,True
coronacases_001,89,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0089.npy,448,36,0.08035714285534917,True
coronacases_001,90,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0090.npy,513,33,0.06432748537886301,True
coronacases_001,91,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0091.npy,704,38,0.053977272726506,True
coronacases_001,92,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0092.npy,792,41,0.05176767676702314,True
coronacases_001,93,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0093.npy,727,35,0.0481430536444547,True
coronacases_001,94,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0094.npy,746,40,0.053619302948342905,True
coronacases_001,95,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0095.npy,704,45,0.06392045454454659,True
coronacases_001,96,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0096.npy,782,42,0.0537084398970114,True
coronacases_001,97,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0097.npy,822,43,0.05231143552247796,True
coronacases_001,98,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0098.npy,934,45,0.04817987151982677,True
coronacases_001,99,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0099.npy,1126,52,0.046181172290886495,True
coronacases_001,100,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0100.npy,1228,56,0.04560260586282083,True
coronacases_001,101,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0101.npy,1262,45,0.035657686212078786,True
coronacases_001,102,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0102.npy,1202,59,0.049084858568643225,True
coronacases_001,103,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0103.npy,1218,58,0.047619047618656665,True
coronacases_001,104,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0104.npy,1338,62,0.04633781763791975,True
coronacases_001,105,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0105.npy,1232,63,0.051136363635948576,True
coronacases_001,106,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0106.npy,1302,62,0.04761904761868189,True
coronacases_001,107,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0107.npy,1356,67,0.049410029498160694,True
coronacases_001,108,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0108.npy,1468,59,0.04019073569454911,True
coronacases_001,109,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0109.npy,1279,74,0.05785770132871105,True
coronacases_001,110,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0110.npy,1364,91,0.06671554252150502,True
coronacases_001,111,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0111.npy,1594,98,0.06148055206987779,True
coronacases_001,112,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0112.npy,1959,113,0.057682491066576407,True
coronacases_001,113,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0113.npy,2098,129,0.061487130600278904,True
coronacases_001,114,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0114.npy,2114,107,0.05061494796570192,True
coronacases_001,115,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0115.npy,2876,162,0.056328233657662284,True
coronacases_001,116,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0116.npy,3355,151,0.04500745156469446,True
coronacases_001,117,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0117.npy,3297,132,0.04003639672417338,True
coronacases_001,118,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0118.npy,3486,86,0.024670109007387638,True
coronacases_001,119,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0119.npy,2817,133,0.04721334753266875,True
coronacases_001,120,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0120.npy,2633,114,0.0432966198251299,True
coronacases_001,121,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0121.npy,2753,112,0.040682891391061814,True
coronacases_001,122,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0122.npy,2525,96,0.038019801980047445,True
coronacases_001,123,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0123.npy,2181,100,0.04585052728085351,True
coronacases_001,124,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0124.npy,2192,103,0.046989051094676146,True
coronacases_001,125,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0125.npy,2307,97,0.04204594711728632,True
coronacases_001,126,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0126.npy,1846,96,0.05200433369419283,True
coronacases_001,127,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0127.npy,1923,89,0.04628185127381029,True
coronacases_001,128,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0128.npy,2100,95,0.04523809523787982,True
coronacases_001,129,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0129.npy,1762,82,0.04653802497135904,True
coronacases_001,130,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0130.npy,1615,93,0.05758513931852889,True
coronacases_001,131,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0131.npy,1598,94,0.058823529411396604,True
coronacases_001,132,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0132.npy,1528,84,0.054973821989169024,True
coronacases_001,133,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0133.npy,1515,96,0.0633663366332451,True
coronacases_001,134,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0134.npy,1427,86,0.060266292921792114,True
coronacases_001,135,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0135.npy,1382,78,0.0564399421124715,True
coronacases_001,136,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0136.npy,1419,73,0.05144467935129356,True
coronacases_001,137,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0137.npy,1476,77,0.05216802167986336,True
coronacases_001,138,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0138.npy,1556,73,0.04691516709481417,True
coronacases_001,139,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0139.npy,1730,95,0.05491329479737045,True
coronacases_001,140,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0140.npy,1688,110,0.06516587677686514,True
coronacases_001,141,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0141.npy,1664,108,0.06490384615345611,True
coronacases_001,142,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0142.npy,1677,105,0.06261180679747996,True
coronacases_001,143,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0143.npy,1681,92,0.05472932778075711,True
coronacases_001,144,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0144.npy,1516,85,0.05606860158274361,True
coronacases_001,145,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0145.npy,1441,100,0.0693962526018779,True
coronacases_001,146,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0146.npy,1255,68,0.05418326693183918,True
coronacases_001,147,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0147.npy,1297,84,0.06476484194244592,True
coronacases_001,148,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0148.npy,1327,73,0.055011303692125015,True
coronacases_001,149,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0149.npy,1340,87,0.06492537313384385,True
coronacases_001,150,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0150.npy,1293,90,0.06960556844493732,True
coronacases_001,151,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0151.npy,1400,90,0.0642857142852551,True
coronacases_001,152,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0152.npy,1592,97,0.06092964824082331,True
coronacases_001,153,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0153.npy,1540,77,0.049999999999675325,True
coronacases_001,154,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0154.npy,1574,84,0.053367217280474166,True
coronacases_001,155,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0155.npy,1853,102,0.05504587155933597,True
coronacases_001,156,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0156.npy,1807,101,0.05589374654091924,True
coronacases_001,157,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0157.npy,1613,79,0.048977061376013785,True
coronacases_001,158,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0158.npy,1038,73,0.070327552985835,True
coronacases_001,159,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0159.npy,808,62,0.07673267326637707,True
coronacases_001,160,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0160.npy,782,56,0.0716112531960152,True
coronacases_001,161,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0161.npy,670,63,0.09402985074486522,True
coronacases_001,162,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0162.npy,784,58,0.07397959183579107,True
coronacases_001,163,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0163.npy,814,62,0.07616707616614045,True
coronacases_001,164,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0164.npy,772,54,0.06994818652759134,True
coronacases_001,165,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0165.npy,590,50,0.08474576271042804,True
coronacases_001,166,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0166.npy,659,49,0.07435508345865925,True
coronacases_001,167,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0167.npy,730,63,0.08630136986183148,True
coronacases_001,168,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0168.npy,648,48,0.07407407407293096,True
coronacases_001,169,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0169.npy,626,42,0.06709265175611673,True
coronacases_001,170,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0170.npy,611,44,0.07201309328851042,True
coronacases_001,171,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0171.npy,758,49,0.06464379947144269,True
coronacases_001,172,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0172.npy,671,35,0.0521609537995207,True
coronacases_001,173,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0173.npy,634,39,0.061514195582625955,True
coronacases_001,174,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0174.npy,702,48,0.06837606837509436,True
coronacases_001,175,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0175.npy,907,52,0.05733186328492468,True
coronacases_001,176,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0176.npy,878,43,0.048974943051833995,True
coronacases_001,177,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0177.npy,732,41,0.056010928960983454,True
coronacases_001,178,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0178.npy,870,48,0.05517241379246928,True
coronacases_001,179,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0179.npy,930,46,0.049462365590865996,True
coronacases_001,180,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0180.npy,1099,52,0.047315741582826976,True
coronacases_001,181,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0181.npy,1092,58,0.05311355311306673,True
coronacases_001,182,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0182.npy,1016,61,0.06003937007814922,True
coronacases_001,183,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0183.npy,1123,69,0.06144256455866926,True
coronacases_001,184,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0184.npy,1333,63,0.04726181545350892,True
coronacases_001,185,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0185.npy,1096,49,0.044708029196672376,True
coronacases_001,186,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0186.npy,1196,49,0.04096989966520929,True
coronacases_001,187,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0187.npy,991,51,0.051463168516130545,True
coronacases_001,188,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0188.npy,830,42,0.050602409637944545,True
coronacases_001,189,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0189.npy,925,51,0.055135135134539076,True
coronacases_001,190,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0190.npy,917,46,0.05016357688058709,True
coronacases_001,191,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0191.npy,701,32,0.0456490727525585,True
coronacases_001,192,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0192.npy,840,34,0.040476190475708614,True
coronacases_001,193,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0193.npy,839,37,0.044100119188985695,True
coronacases_001,194,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0194.npy,904,30,0.0331858407075975,True
coronacases_001,195,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0195.npy,1000,43,0.04299999999957,True
coronacases_001,196,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0196.npy,1131,42,0.037135278514260524,True
coronacases_001,197,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0197.npy,1362,61,0.04478707782639657,True
coronacases_001,198,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0198.npy,1376,70,0.05087209302288611,True
coronacases_001,199,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0199.npy,1273,54,0.04241948153933685,True
coronacases_001,200,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0200.npy,1285,64,0.04980544747042953,True
coronacases_001,201,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0201.npy,1263,65,0.0514647664287295,True
coronacases_001,202,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0202.npy,1223,50,0.04088307440686114,True
coronacases_001,203,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0203.npy,855,41,0.04795321637370815,True
coronacases_001,204,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0204.npy,872,31,0.035550458715188644,True
coronacases_001,205,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0205.npy,801,28,0.03495630461878956,True
coronacases_001,206,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0206.npy,863,35,0.04055619930428092,True
coronacases_001,207,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0207.npy,861,43,0.049941927990128435,True
coronacases_001,208,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0208.npy,818,38,0.04645476772559346,True
coronacases_001,209,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0209.npy,654,38,0.058103975534279755,True
coronacases_001,210,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0210.npy,487,27,0.055441478438286625,True
coronacases_001,211,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0211.npy,467,23,0.049250535330851164,True
coronacases_001,212,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0212.npy,396,18,0.04545454545339761,True
coronacases_001,213,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0213.npy,338,20,0.05917159763138546,True
coronacases_001,214,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0214.npy,299,22,0.07357859531526492,True
coronacases_001,215,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0215.npy,237,16,0.0675105485203582,True
coronacases_001,216,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0216.npy,139,12,0.0863309352455877,True
coronacases_001,217,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0217.npy,128,12,0.09374999999267578,True
coronacases_001,218,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0218.npy,49,4,0.08163265304456477,True
coronacases_001,219,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0219.npy,37,4,0.1081081080788897,True
coronacases_001,220,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0220.npy,30,4,0.13333333328888888,True
coronacases_001,221,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0221.npy,38,4,0.10526315786703601,True
coronacases_001,222,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0222.npy,54,4,0.07407407406035665,True
coronacases_001,223,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0223.npy,51,4,0.07843137253364091,True
coronacases_001,224,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0224.npy,28,4,0.14285714280612244,True
coronacases_001,225,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0225.npy,55,4,0.07272727271404958,True
coronacases_001,226,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0226.npy,55,4,0.07272727271404958,True
coronacases_001,227,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0227.npy,56,4,0.07142857141581632,True
coronacases_001,228,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0228.npy,71,4,0.056338028161079155,True
coronacases_001,229,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0229.npy,78,4,0.051282051275476664,True
coronacases_001,230,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0230.npy,57,4,0.07017543858417975,True
coronacases_001,231,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0231.npy,49,4,0.08163265304456477,True
coronacases_001,232,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0232.npy,70,4,0.05714285713469388,True
coronacases_001,233,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0233.npy,87,4,0.04597701148896816,True
coronacases_001,234,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0234.npy,77,4,0.05194805194130545,True
coronacases_001,235,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0235.npy,25,4,0.159999999936,True
coronacases_001,236,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0236.npy,13,4,0.30769230745562126,True
coronacases_001,237,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0237.npy,0,0,0.0,False
coronacases_001,238,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0238.npy,0,0,0.0,False
coronacases_001,239,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0239.npy,0,0,0.0,False
coronacases_001,240,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0240.npy,0,0,0.0,False
coronacases_001,241,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0241.npy,0,0,0.0,False
coronacases_001,242,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0242.npy,12,4,0.3333333330555555,True
coronacases_001,243,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0243.npy,8,4,0.49999999937499995,True
coronacases_001,244,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0244.npy,0,0,0.0,False
coronacases_001,245,/kaggle/working/scribble-uncertainty-lung-segmentation/data/scribbles/coronacases_001_slice_0245.npy,0,0,0.0,False
