case_id,slice_idx,image_prev_path,image_path,image_next_path,infection_mask_path,lung_mask_path,scribble_path,lesion_pixels,lung_pixels,scribble_fg_pixels,scribble_bg_pixels
study_0255,18,data/dataset2_mosmed/processed/images/study_0255_slice_017.npy,data/dataset2_mosmed/processed/images/study_0255_slice_018.npy,data/dataset2_mosmed/processed/images/study_0255_slice_019.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_018.npy,data/dataset2_mosmed/scribbles/study_0255_slice_018.npy,754,62500,212,218
study_0255,19,data/dataset2_mosmed/processed/images/study_0255_slice_018.npy,data/dataset2_mosmed/processed/images/study_0255_slice_019.npy,data/dataset2_mosmed/processed/images/study_0255_slice_020.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_019.npy,data/dataset2_mosmed/scribbles/study_0255_slice_019.npy,386,62500,93,219
study_0255,20,data/dataset2_mosmed/processed/images/study_0255_slice_019.npy,data/dataset2_mosmed/processed/images/study_0255_slice_020.npy,data/dataset2_mosmed/processed/images/study_0255_slice_021.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_020.npy,data/dataset2_mosmed/scribbles/study_0255_slice_020.npy,256,62500,93,220
study_0255,21,data/dataset2_mosmed/processed/images/study_0255_slice_020.npy,data/dataset2_mosmed/processed/images/study_0255_slice_021.npy,data/dataset2_mosmed/processed/images/study_0255_slice_022.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_021.npy,data/dataset2_mosmed/scribbles/study_0255_slice_021.npy,414,62500,104,221
study_0255,22,data/dataset2_mosmed/processed/images/study_0255_slice_021.npy,data/dataset2_mosmed/processed/images/study_0255_slice_022.npy,data/dataset2_mosmed/processed/images/study_0255_slice_023.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_022.npy,data/dataset2_mosmed/scribbles/study_0255_slice_022.npy,670,62500,148,220
study_0255,23,data/dataset2_mosmed/processed/images/study_0255_slice_022.npy,data/dataset2_mosmed/processed/images/study_0255_slice_023.npy,data/dataset2_mosmed/processed/images/study_0255_slice_024.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_023.npy,data/dataset2_mosmed/scribbles/study_0255_slice_023.npy,946,62500,206,218
study_0255,24,data/dataset2_mosmed/processed/images/study_0255_slice_023.npy,data/dataset2_mosmed/processed/images/study_0255_slice_024.npy,data/dataset2_mosmed/processed/images/study_0255_slice_025.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_024.npy,data/dataset2_mosmed/scribbles/study_0255_slice_024.npy,659,62500,116,220
study_0255,25,data/dataset2_mosmed/processed/images/study_0255_slice_024.npy,data/dataset2_mosmed/processed/images/study_0255_slice_025.npy,data/dataset2_mosmed/processed/images/study_0255_slice_026.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_025.npy,data/dataset2_mosmed/scribbles/study_0255_slice_025.npy,448,62500,98,222
study_0255,26,data/dataset2_mosmed/processed/images/study_0255_slice_025.npy,data/dataset2_mosmed/processed/images/study_0255_slice_026.npy,data/dataset2_mosmed/processed/images/study_0255_slice_027.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_026.npy,data/dataset2_mosmed/scribbles/study_0255_slice_026.npy,42,62500,21,224
study_0255,27,data/dataset2_mosmed/processed/images/study_0255_slice_026.npy,data/dataset2_mosmed/processed/images/study_0255_slice_027.npy,data/dataset2_mosmed/processed/images/study_0255_slice_028.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_027.npy,data/dataset2_mosmed/scribbles/study_0255_slice_027.npy,0,62500,0,0
study_0255,28,data/dataset2_mosmed/processed/images/study_0255_slice_027.npy,data/dataset2_mosmed/processed/images/study_0255_slice_028.npy,data/dataset2_mosmed/processed/images/study_0255_slice_029.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_028.npy,data/dataset2_mosmed/scribbles/study_0255_slice_028.npy,33,62500,16,224
study_0255,29,data/dataset2_mosmed/processed/images/study_0255_slice_028.npy,data/dataset2_mosmed/processed/images/study_0255_slice_029.npy,data/dataset2_mosmed/processed/images/study_0255_slice_030.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_029.npy,data/dataset2_mosmed/scribbles/study_0255_slice_029.npy,138,62500,28,224
study_0255,30,data/dataset2_mosmed/processed/images/study_0255_slice_029.npy,data/dataset2_mosmed/processed/images/study_0255_slice_030.npy,data/dataset2_mosmed/processed/images/study_0255_slice_031.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_030.npy,data/dataset2_mosmed/scribbles/study_0255_slice_030.npy,92,62500,21,224
study_0255,31,data/dataset2_mosmed/processed/images/study_0255_slice_030.npy,data/dataset2_mosmed/processed/images/study_0255_slice_031.npy,data/dataset2_mosmed/processed/images/study_0255_slice_032.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_031.npy,data/dataset2_mosmed/scribbles/study_0255_slice_031.npy,1,62500,0,0
study_0255,32,data/dataset2_mosmed/processed/images/study_0255_slice_031.npy,data/dataset2_mosmed/processed/images/study_0255_slice_032.npy,data/dataset2_mosmed/processed/images/study_0255_slice_032.npy,data/dataset2_mosmed/processed/infection_masks/study_0255_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0255_slice_032.npy,data/dataset2_mosmed/scribbles/study_0255_slice_032.npy,0,62500,0,0
study_0256,3,data/dataset2_mosmed/processed/images/study_0256_slice_003.npy,data/dataset2_mosmed/processed/images/study_0256_slice_003.npy,data/dataset2_mosmed/processed/images/study_0256_slice_004.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_003.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_003.npy,data/dataset2_mosmed/scribbles/study_0256_slice_003.npy,0,23367,0,0
study_0256,4,data/dataset2_mosmed/processed/images/study_0256_slice_003.npy,data/dataset2_mosmed/processed/images/study_0256_slice_004.npy,data/dataset2_mosmed/processed/images/study_0256_slice_005.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_004.npy,data/dataset2_mosmed/scribbles/study_0256_slice_004.npy,0,23174,0,0
study_0256,5,data/dataset2_mosmed/processed/images/study_0256_slice_004.npy,data/dataset2_mosmed/processed/images/study_0256_slice_005.npy,data/dataset2_mosmed/processed/images/study_0256_slice_006.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_005.npy,data/dataset2_mosmed/scribbles/study_0256_slice_005.npy,26,23203,15,224
study_0256,6,data/dataset2_mosmed/processed/images/study_0256_slice_005.npy,data/dataset2_mosmed/processed/images/study_0256_slice_006.npy,data/dataset2_mosmed/processed/images/study_0256_slice_007.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_006.npy,data/dataset2_mosmed/scribbles/study_0256_slice_006.npy,149,23365,38,223
study_0256,7,data/dataset2_mosmed/processed/images/study_0256_slice_006.npy,data/dataset2_mosmed/processed/images/study_0256_slice_007.npy,data/dataset2_mosmed/processed/images/study_0256_slice_008.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_007.npy,data/dataset2_mosmed/scribbles/study_0256_slice_007.npy,353,23644,90,222
study_0256,8,data/dataset2_mosmed/processed/images/study_0256_slice_007.npy,data/dataset2_mosmed/processed/images/study_0256_slice_008.npy,data/dataset2_mosmed/processed/images/study_0256_slice_009.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_008.npy,data/dataset2_mosmed/scribbles/study_0256_slice_008.npy,389,23915,102,222
study_0256,9,data/dataset2_mosmed/processed/images/study_0256_slice_008.npy,data/dataset2_mosmed/processed/images/study_0256_slice_009.npy,data/dataset2_mosmed/processed/images/study_0256_slice_010.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_009.npy,data/dataset2_mosmed/scribbles/study_0256_slice_009.npy,78,24304,34,224
study_0256,10,data/dataset2_mosmed/processed/images/study_0256_slice_009.npy,data/dataset2_mosmed/processed/images/study_0256_slice_010.npy,data/dataset2_mosmed/processed/images/study_0256_slice_011.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_010.npy,data/dataset2_mosmed/scribbles/study_0256_slice_010.npy,30,28671,11,224
study_0256,11,data/dataset2_mosmed/processed/images/study_0256_slice_010.npy,data/dataset2_mosmed/processed/images/study_0256_slice_011.npy,data/dataset2_mosmed/processed/images/study_0256_slice_012.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_011.npy,data/dataset2_mosmed/scribbles/study_0256_slice_011.npy,244,30297,52,222
study_0256,12,data/dataset2_mosmed/processed/images/study_0256_slice_011.npy,data/dataset2_mosmed/processed/images/study_0256_slice_012.npy,data/dataset2_mosmed/processed/images/study_0256_slice_013.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_012.npy,data/dataset2_mosmed/scribbles/study_0256_slice_012.npy,176,32460,45,222
study_0256,13,data/dataset2_mosmed/processed/images/study_0256_slice_012.npy,data/dataset2_mosmed/processed/images/study_0256_slice_013.npy,data/dataset2_mosmed/processed/images/study_0256_slice_014.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_013.npy,data/dataset2_mosmed/scribbles/study_0256_slice_013.npy,0,24845,0,0
study_0256,14,data/dataset2_mosmed/processed/images/study_0256_slice_013.npy,data/dataset2_mosmed/processed/images/study_0256_slice_014.npy,data/dataset2_mosmed/processed/images/study_0256_slice_015.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_014.npy,data/dataset2_mosmed/scribbles/study_0256_slice_014.npy,8,25920,3,224
study_0256,15,data/dataset2_mosmed/processed/images/study_0256_slice_014.npy,data/dataset2_mosmed/processed/images/study_0256_slice_015.npy,data/dataset2_mosmed/processed/images/study_0256_slice_016.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_015.npy,data/dataset2_mosmed/scribbles/study_0256_slice_015.npy,68,20497,18,224
study_0256,16,data/dataset2_mosmed/processed/images/study_0256_slice_015.npy,data/dataset2_mosmed/processed/images/study_0256_slice_016.npy,data/dataset2_mosmed/processed/images/study_0256_slice_017.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_016.npy,data/dataset2_mosmed/scribbles/study_0256_slice_016.npy,0,22391,0,0
study_0256,17,data/dataset2_mosmed/processed/images/study_0256_slice_016.npy,data/dataset2_mosmed/processed/images/study_0256_slice_017.npy,data/dataset2_mosmed/processed/images/study_0256_slice_018.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_017.npy,data/dataset2_mosmed/scribbles/study_0256_slice_017.npy,0,22080,0,0
study_0256,18,data/dataset2_mosmed/processed/images/study_0256_slice_017.npy,data/dataset2_mosmed/processed/images/study_0256_slice_018.npy,data/dataset2_mosmed/processed/images/study_0256_slice_019.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_018.npy,data/dataset2_mosmed/scribbles/study_0256_slice_018.npy,211,21618,60,224
study_0256,19,data/dataset2_mosmed/processed/images/study_0256_slice_018.npy,data/dataset2_mosmed/processed/images/study_0256_slice_019.npy,data/dataset2_mosmed/processed/images/study_0256_slice_020.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_019.npy,data/dataset2_mosmed/scribbles/study_0256_slice_019.npy,170,21315,67,223
study_0256,20,data/dataset2_mosmed/processed/images/study_0256_slice_019.npy,data/dataset2_mosmed/processed/images/study_0256_slice_020.npy,data/dataset2_mosmed/processed/images/study_0256_slice_021.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_020.npy,data/dataset2_mosmed/scribbles/study_0256_slice_020.npy,0,21211,0,0
study_0256,21,data/dataset2_mosmed/processed/images/study_0256_slice_020.npy,data/dataset2_mosmed/processed/images/study_0256_slice_021.npy,data/dataset2_mosmed/processed/images/study_0256_slice_022.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_021.npy,data/dataset2_mosmed/scribbles/study_0256_slice_021.npy,50,29770,18,225
study_0256,22,data/dataset2_mosmed/processed/images/study_0256_slice_021.npy,data/dataset2_mosmed/processed/images/study_0256_slice_022.npy,data/dataset2_mosmed/processed/images/study_0256_slice_023.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_022.npy,data/dataset2_mosmed/scribbles/study_0256_slice_022.npy,80,29557,18,223
study_0256,23,data/dataset2_mosmed/processed/images/study_0256_slice_022.npy,data/dataset2_mosmed/processed/images/study_0256_slice_023.npy,data/dataset2_mosmed/processed/images/study_0256_slice_024.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_023.npy,data/dataset2_mosmed/scribbles/study_0256_slice_023.npy,177,29284,37,223
study_0256,24,data/dataset2_mosmed/processed/images/study_0256_slice_023.npy,data/dataset2_mosmed/processed/images/study_0256_slice_024.npy,data/dataset2_mosmed/processed/images/study_0256_slice_025.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_024.npy,data/dataset2_mosmed/scribbles/study_0256_slice_024.npy,164,29099,49,222
study_0256,25,data/dataset2_mosmed/processed/images/study_0256_slice_024.npy,data/dataset2_mosmed/processed/images/study_0256_slice_025.npy,data/dataset2_mosmed/processed/images/study_0256_slice_026.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_025.npy,data/dataset2_mosmed/scribbles/study_0256_slice_025.npy,594,28161,191,219
study_0256,26,data/dataset2_mosmed/processed/images/study_0256_slice_025.npy,data/dataset2_mosmed/processed/images/study_0256_slice_026.npy,data/dataset2_mosmed/processed/images/study_0256_slice_027.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_026.npy,data/dataset2_mosmed/scribbles/study_0256_slice_026.npy,1069,28026,202,214
study_0256,27,data/dataset2_mosmed/processed/images/study_0256_slice_026.npy,data/dataset2_mosmed/processed/images/study_0256_slice_027.npy,data/dataset2_mosmed/processed/images/study_0256_slice_028.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_027.npy,data/dataset2_mosmed/scribbles/study_0256_slice_027.npy,1238,27988,198,214
study_0256,28,data/dataset2_mosmed/processed/images/study_0256_slice_027.npy,data/dataset2_mosmed/processed/images/study_0256_slice_028.npy,data/dataset2_mosmed/processed/images/study_0256_slice_029.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_028.npy,data/dataset2_mosmed/scribbles/study_0256_slice_028.npy,1178,27317,152,217
study_0256,29,data/dataset2_mosmed/processed/images/study_0256_slice_028.npy,data/dataset2_mosmed/processed/images/study_0256_slice_029.npy,data/dataset2_mosmed/processed/images/study_0256_slice_030.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_029.npy,data/dataset2_mosmed/scribbles/study_0256_slice_029.npy,1163,26784,178,218
study_0256,30,data/dataset2_mosmed/processed/images/study_0256_slice_029.npy,data/dataset2_mosmed/processed/images/study_0256_slice_030.npy,data/dataset2_mosmed/processed/images/study_0256_slice_031.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_030.npy,data/dataset2_mosmed/scribbles/study_0256_slice_030.npy,1141,26070,156,220
study_0256,31,data/dataset2_mosmed/processed/images/study_0256_slice_030.npy,data/dataset2_mosmed/processed/images/study_0256_slice_031.npy,data/dataset2_mosmed/processed/images/study_0256_slice_032.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_031.npy,data/dataset2_mosmed/scribbles/study_0256_slice_031.npy,892,24951,141,221
study_0256,32,data/dataset2_mosmed/processed/images/study_0256_slice_031.npy,data/dataset2_mosmed/processed/images/study_0256_slice_032.npy,data/dataset2_mosmed/processed/images/study_0256_slice_033.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_032.npy,data/dataset2_mosmed/scribbles/study_0256_slice_032.npy,586,24327,102,221
study_0256,33,data/dataset2_mosmed/processed/images/study_0256_slice_032.npy,data/dataset2_mosmed/processed/images/study_0256_slice_033.npy,data/dataset2_mosmed/processed/images/study_0256_slice_034.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_033.npy,data/dataset2_mosmed/scribbles/study_0256_slice_033.npy,184,25280,42,223
study_0256,34,data/dataset2_mosmed/processed/images/study_0256_slice_033.npy,data/dataset2_mosmed/processed/images/study_0256_slice_034.npy,data/dataset2_mosmed/processed/images/study_0256_slice_035.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_034.npy,data/dataset2_mosmed/scribbles/study_0256_slice_034.npy,0,26247,0,0
study_0256,35,data/dataset2_mosmed/processed/images/study_0256_slice_034.npy,data/dataset2_mosmed/processed/images/study_0256_slice_035.npy,data/dataset2_mosmed/processed/images/study_0256_slice_035.npy,data/dataset2_mosmed/processed/infection_masks/study_0256_slice_035.npy,data/dataset2_mosmed/processed/lung_masks/study_0256_slice_035.npy,data/dataset2_mosmed/scribbles/study_0256_slice_035.npy,0,27317,0,0
study_0257,13,data/dataset2_mosmed/processed/images/study_0257_slice_013.npy,data/dataset2_mosmed/processed/images/study_0257_slice_013.npy,data/dataset2_mosmed/processed/images/study_0257_slice_014.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_013.npy,data/dataset2_mosmed/scribbles/study_0257_slice_013.npy,0,21503,0,0
study_0257,14,data/dataset2_mosmed/processed/images/study_0257_slice_013.npy,data/dataset2_mosmed/processed/images/study_0257_slice_014.npy,data/dataset2_mosmed/processed/images/study_0257_slice_015.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_014.npy,data/dataset2_mosmed/scribbles/study_0257_slice_014.npy,0,22812,0,0
study_0257,15,data/dataset2_mosmed/processed/images/study_0257_slice_014.npy,data/dataset2_mosmed/processed/images/study_0257_slice_015.npy,data/dataset2_mosmed/processed/images/study_0257_slice_016.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_015.npy,data/dataset2_mosmed/scribbles/study_0257_slice_015.npy,123,22823,47,223
study_0257,16,data/dataset2_mosmed/processed/images/study_0257_slice_015.npy,data/dataset2_mosmed/processed/images/study_0257_slice_016.npy,data/dataset2_mosmed/processed/images/study_0257_slice_017.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_016.npy,data/dataset2_mosmed/scribbles/study_0257_slice_016.npy,239,22944,47,222
study_0257,17,data/dataset2_mosmed/processed/images/study_0257_slice_016.npy,data/dataset2_mosmed/processed/images/study_0257_slice_017.npy,data/dataset2_mosmed/processed/images/study_0257_slice_018.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_017.npy,data/dataset2_mosmed/scribbles/study_0257_slice_017.npy,383,23035,70,222
study_0257,18,data/dataset2_mosmed/processed/images/study_0257_slice_017.npy,data/dataset2_mosmed/processed/images/study_0257_slice_018.npy,data/dataset2_mosmed/processed/images/study_0257_slice_019.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_018.npy,data/dataset2_mosmed/scribbles/study_0257_slice_018.npy,547,22746,156,217
study_0257,19,data/dataset2_mosmed/processed/images/study_0257_slice_018.npy,data/dataset2_mosmed/processed/images/study_0257_slice_019.npy,data/dataset2_mosmed/processed/images/study_0257_slice_020.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_019.npy,data/dataset2_mosmed/scribbles/study_0257_slice_019.npy,502,22880,194,219
study_0257,20,data/dataset2_mosmed/processed/images/study_0257_slice_019.npy,data/dataset2_mosmed/processed/images/study_0257_slice_020.npy,data/dataset2_mosmed/processed/images/study_0257_slice_021.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_020.npy,data/dataset2_mosmed/scribbles/study_0257_slice_020.npy,129,31509,56,224
study_0257,21,data/dataset2_mosmed/processed/images/study_0257_slice_020.npy,data/dataset2_mosmed/processed/images/study_0257_slice_021.npy,data/dataset2_mosmed/processed/images/study_0257_slice_022.npy,data/dataset2_mosmed/processed/infection_masks/study_0257_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0257_slice_021.npy,data/dataset2_mosmed/scribbles/study_0257_slice_021.npy,0,31301,0,0
