filename,source,case_id,slice_idx,image_path,infection_mask_path,lung_mask_path,scribble_path,lesion_pixels,lung_pixels,scribble_fg_pixels,scribble_bg_pixels,split
Jun_coronacases_case1_110.png,Jun,Jun_coronacases_case1,110,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_110.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_110.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_110.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_110.npy,1283,39828,214,300,train
Jun_coronacases_case1_111.png,Jun,Jun_coronacases_case1,111,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_111.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_111.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_111.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_111.npy,1368,39823,230,300,train
Jun_coronacases_case1_112.png,Jun,Jun_coronacases_case1,112,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_112.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_112.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_112.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_112.npy,1604,39740,269,300,train
Jun_coronacases_case1_113.png,Jun,Jun_coronacases_case1,113,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_113.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_113.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_113.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_113.npy,1966,39889,355,300,train
Jun_coronacases_case1_114.png,Jun,Jun_coronacases_case1,114,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_114.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_114.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_114.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_114.npy,2097,39875,374,300,train
Jun_coronacases_case1_115.png,Jun,Jun_coronacases_case1,115,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_115.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_115.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_115.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_115.npy,2116,39870,381,300,train
Jun_coronacases_case1_116.png,Jun,Jun_coronacases_case1,116,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_116.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_116.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_116.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_116.npy,2895,39910,548,300,train
Jun_coronacases_case1_117.png,Jun,Jun_coronacases_case1,117,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_117.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_117.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_117.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_117.npy,3361,39894,653,300,train
Jun_coronacases_case1_118.png,Jun,Jun_coronacases_case1,118,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_118.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_118.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_118.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_118.npy,3285,39916,645,300,train
Jun_coronacases_case1_119.png,Jun,Jun_coronacases_case1,119,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_119.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_119.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_119.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_119.npy,3489,39812,731,300,train
Jun_coronacases_case1_120.png,Jun,Jun_coronacases_case1,120,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_120.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_120.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_120.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_120.npy,2793,39684,541,300,train
Jun_coronacases_case1_121.png,Jun,Jun_coronacases_case1,121,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_121.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_121.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_121.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_121.npy,2637,39949,505,300,train
Jun_coronacases_case1_122.png,Jun,Jun_coronacases_case1,122,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_122.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_122.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_122.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_122.npy,2774,39919,542,300,train
Jun_coronacases_case1_123.png,Jun,Jun_coronacases_case1,123,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_123.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_123.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_123.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_123.npy,2524,39968,509,300,train
Jun_coronacases_case1_124.png,Jun,Jun_coronacases_case1,124,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_124.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_124.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_124.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_124.npy,2169,39986,415,300,train
Jun_coronacases_case1_125.png,Jun,Jun_coronacases_case1,125,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_125.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_125.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_125.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_125.npy,2191,39988,409,300,train
Jun_coronacases_case1_126.png,Jun,Jun_coronacases_case1,126,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_126.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_126.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_126.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_126.npy,2314,40031,461,300,train
Jun_coronacases_case1_127.png,Jun,Jun_coronacases_case1,127,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_127.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_127.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_127.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_127.npy,1843,40004,328,300,train
Jun_coronacases_case1_128.png,Jun,Jun_coronacases_case1,128,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_128.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_128.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_128.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_128.npy,1941,40004,357,300,train
Jun_coronacases_case1_129.png,Jun,Jun_coronacases_case1,129,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_129.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_129.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_129.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_129.npy,2103,39988,384,300,train
Jun_coronacases_case1_130.png,Jun,Jun_coronacases_case1,130,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_130.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_130.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_130.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_130.npy,1757,40043,309,300,train
Jun_coronacases_case1_131.png,Jun,Jun_coronacases_case1,131,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_131.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_131.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_131.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_131.npy,1611,40060,267,300,train
Jun_coronacases_case1_132.png,Jun,Jun_coronacases_case1,132,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_132.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_132.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_132.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_132.npy,1595,40008,254,300,train
Jun_coronacases_case1_133.png,Jun,Jun_coronacases_case1,133,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_133.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_133.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_133.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_133.npy,1524,40012,234,300,train
Jun_coronacases_case1_134.png,Jun,Jun_coronacases_case1,134,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_134.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_134.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_134.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_134.npy,1529,40110,231,300,train
Jun_coronacases_case1_135.png,Jun,Jun_coronacases_case1,135,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_135.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_135.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_135.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_135.npy,1429,40208,214,300,train
Jun_coronacases_case1_136.png,Jun,Jun_coronacases_case1,136,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_136.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_136.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_136.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_136.npy,1383,40235,215,300,train
Jun_coronacases_case1_137.png,Jun,Jun_coronacases_case1,137,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_137.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_137.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_137.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_137.npy,1417,40273,221,300,train
Jun_coronacases_case1_138.png,Jun,Jun_coronacases_case1,138,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_138.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_138.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_138.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_138.npy,1471,40284,223,300,train
Jun_coronacases_case1_139.png,Jun,Jun_coronacases_case1,139,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_139.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_139.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_139.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_139.npy,1551,40274,255,300,train
Jun_coronacases_case1_140.png,Jun,Jun_coronacases_case1,140,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_140.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_140.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_140.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_140.npy,1758,40295,283,300,train
Jun_coronacases_case1_141.png,Jun,Jun_coronacases_case1,141,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_141.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_141.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_141.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_141.npy,1692,40311,254,300,train
Jun_coronacases_case1_142.png,Jun,Jun_coronacases_case1,142,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_142.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_142.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_142.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_142.npy,1665,40308,249,300,train
Jun_coronacases_case1_143.png,Jun,Jun_coronacases_case1,143,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_143.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_143.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_143.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_143.npy,1670,40312,254,300,train
Jun_coronacases_case1_144.png,Jun,Jun_coronacases_case1,144,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_144.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_144.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_144.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_144.npy,1676,40316,262,300,train
Jun_coronacases_case1_145.png,Jun,Jun_coronacases_case1,145,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_145.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_145.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_145.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_145.npy,1540,40332,245,300,train
Jun_coronacases_case1_146.png,Jun,Jun_coronacases_case1,146,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_146.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_146.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_146.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_146.npy,1451,40405,216,300,train
Jun_coronacases_case1_147.png,Jun,Jun_coronacases_case1,147,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_147.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_147.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_147.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_147.npy,1261,40441,197,300,train
Jun_coronacases_case1_148.png,Jun,Jun_coronacases_case1,148,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_148.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_148.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_148.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_148.npy,1309,40441,208,300,train
Jun_coronacases_case1_149.png,Jun,Jun_coronacases_case1,149,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_149.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_149.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_149.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_149.npy,1335,40423,213,300,train
Jun_coronacases_case1_150.png,Jun,Jun_coronacases_case1,150,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_150.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_150.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_150.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_150.npy,1332,40448,206,300,train
Jun_coronacases_case1_151.png,Jun,Jun_coronacases_case1,151,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_151.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_151.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_151.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_151.npy,1314,40444,196,300,train
Jun_coronacases_case1_152.png,Jun,Jun_coronacases_case1,152,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_152.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_152.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_152.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_152.npy,1393,40487,218,300,train
Jun_coronacases_case1_153.png,Jun,Jun_coronacases_case1,153,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_153.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_153.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_153.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_153.npy,1601,40513,252,300,train
Jun_coronacases_case1_154.png,Jun,Jun_coronacases_case1,154,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_154.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_154.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_154.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_154.npy,1537,40564,242,300,train
Jun_coronacases_case1_155.png,Jun,Jun_coronacases_case1,155,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_155.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_155.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_155.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_155.npy,1581,40508,255,300,train
Jun_coronacases_case1_156.png,Jun,Jun_coronacases_case1,156,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_156.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_156.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_156.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_156.npy,1852,40525,313,300,train
Jun_coronacases_case1_157.png,Jun,Jun_coronacases_case1,157,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_157.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_157.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_157.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_157.npy,1807,40523,305,300,train
Jun_coronacases_case1_158.png,Jun,Jun_coronacases_case1,158,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_158.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_158.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_158.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_158.npy,1614,40651,268,300,train
Jun_coronacases_case1_159.png,Jun,Jun_coronacases_case1,159,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_159.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_159.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_159.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_159.npy,1032,40678,140,300,train
Jun_coronacases_case1_160.png,Jun,Jun_coronacases_case1,160,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_160.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_160.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_160.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_160.npy,805,40649,104,300,train
Jun_coronacases_case1_161.png,Jun,Jun_coronacases_case1,161,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_161.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_161.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_161.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_161.npy,786,40629,100,300,train
Jun_coronacases_case1_162.png,Jun,Jun_coronacases_case1,162,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_162.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_162.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_162.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_162.npy,675,40642,80,300,train
Jun_coronacases_case1_163.png,Jun,Jun_coronacases_case1,163,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_163.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_163.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_163.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_163.npy,788,40651,106,300,train
Jun_coronacases_case1_164.png,Jun,Jun_coronacases_case1,164,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_164.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_164.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_164.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_164.npy,807,40661,109,300,train
Jun_coronacases_case1_165.png,Jun,Jun_coronacases_case1,165,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_165.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_165.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_165.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_165.npy,774,40663,104,300,train
Jun_coronacases_case1_166.png,Jun,Jun_coronacases_case1,166,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_166.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_166.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_166.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_166.npy,593,40628,67,300,train
Jun_coronacases_case1_167.png,Jun,Jun_coronacases_case1,167,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_167.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_167.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_167.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_167.npy,653,40646,78,300,train
Jun_coronacases_case1_168.png,Jun,Jun_coronacases_case1,168,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case1_168.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case1_168.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case1_168.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case1_168.npy,734,40651,89,300,train
