filename,source,case_id,slice_idx,image_path,infection_mask_path,lung_mask_path,scribble_path,lesion_pixels,lung_pixels,scribble_fg_pixels,scribble_bg_pixels,split_clean
Jun_coronacases_case10_120.png,Jun,Jun_coronacases_case10,120,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_120.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_120.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_120.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_120.npy,1925,43898,373,300,train
Jun_coronacases_case10_121.png,Jun,Jun_coronacases_case10,121,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_121.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_121.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_121.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_121.npy,1980,44101,380,300,train
Jun_coronacases_case10_122.png,Jun,Jun_coronacases_case10,122,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_122.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_122.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_122.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_122.npy,2081,44143,409,300,train
Jun_coronacases_case10_123.png,Jun,Jun_coronacases_case10,123,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_123.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_123.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_123.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_123.npy,1935,44267,382,300,train
Jun_coronacases_case10_124.png,Jun,Jun_coronacases_case10,124,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_124.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_124.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_124.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_124.npy,1897,44330,380,300,train
Jun_coronacases_case10_125.png,Jun,Jun_coronacases_case10,125,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_125.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_125.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_125.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_125.npy,1897,44466,378,300,train
Jun_coronacases_case10_126.png,Jun,Jun_coronacases_case10,126,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_126.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_126.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_126.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_126.npy,1872,44407,374,300,train
Jun_coronacases_case10_127.png,Jun,Jun_coronacases_case10,127,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_127.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_127.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_127.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_127.npy,1885,44462,362,300,train
Jun_coronacases_case10_128.png,Jun,Jun_coronacases_case10,128,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_128.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_128.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_128.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_128.npy,1722,44516,325,300,train
Jun_coronacases_case10_129.png,Jun,Jun_coronacases_case10,129,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_129.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_129.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_129.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_129.npy,1743,44544,321,300,train
Jun_coronacases_case10_130.png,Jun,Jun_coronacases_case10,130,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_130.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_130.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_130.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_130.npy,1566,44556,286,300,train
Jun_coronacases_case10_131.png,Jun,Jun_coronacases_case10,131,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_131.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_131.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_131.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_131.npy,1485,44597,267,300,train
Jun_coronacases_case10_132.png,Jun,Jun_coronacases_case10,132,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_132.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_132.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_132.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_132.npy,1642,44650,300,300,train
Jun_coronacases_case10_133.png,Jun,Jun_coronacases_case10,133,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_133.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_133.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_133.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_133.npy,1425,44465,251,300,train
Jun_coronacases_case10_134.png,Jun,Jun_coronacases_case10,134,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_134.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_134.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_134.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_134.npy,1615,44671,295,300,train
Jun_coronacases_case10_135.png,Jun,Jun_coronacases_case10,135,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_135.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_135.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_135.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_135.npy,1679,44574,306,300,train
Jun_coronacases_case10_136.png,Jun,Jun_coronacases_case10,136,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_136.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_136.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_136.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_136.npy,1679,44823,305,300,train
Jun_coronacases_case10_137.png,Jun,Jun_coronacases_case10,137,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_137.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_137.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_137.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_137.npy,1765,44715,325,300,train
Jun_coronacases_case10_138.png,Jun,Jun_coronacases_case10,138,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_138.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_138.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_138.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_138.npy,1685,44680,310,300,train
Jun_coronacases_case10_139.png,Jun,Jun_coronacases_case10,139,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_139.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_139.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_139.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_139.npy,1866,44728,350,300,train
Jun_coronacases_case10_140.png,Jun,Jun_coronacases_case10,140,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_140.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_140.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_140.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_140.npy,1843,44900,352,300,train
Jun_coronacases_case10_141.png,Jun,Jun_coronacases_case10,141,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_141.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_141.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_141.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_141.npy,1715,44821,325,300,train
Jun_coronacases_case10_142.png,Jun,Jun_coronacases_case10,142,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_142.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_142.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_142.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_142.npy,1490,44915,272,300,train
Jun_coronacases_case10_143.png,Jun,Jun_coronacases_case10,143,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_143.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_143.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_143.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_143.npy,1560,44870,294,300,train
Jun_coronacases_case10_144.png,Jun,Jun_coronacases_case10,144,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_144.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_144.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_144.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_144.npy,1492,44733,275,300,train
Jun_coronacases_case10_145.png,Jun,Jun_coronacases_case10,145,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_145.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_145.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_145.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_145.npy,1454,44798,270,300,train
Jun_coronacases_case10_146.png,Jun,Jun_coronacases_case10,146,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_146.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_146.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_146.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_146.npy,1364,44511,248,300,train
Jun_coronacases_case10_147.png,Jun,Jun_coronacases_case10,147,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_147.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_147.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_147.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_147.npy,1330,44514,245,300,train
Jun_coronacases_case10_148.png,Jun,Jun_coronacases_case10,148,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_148.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_148.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_148.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_148.npy,1461,44487,274,300,train
Jun_coronacases_case10_149.png,Jun,Jun_coronacases_case10,149,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_149.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_149.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_149.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_149.npy,1395,44504,258,300,train
Jun_coronacases_case10_150.png,Jun,Jun_coronacases_case10,150,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_150.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_150.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_150.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_150.npy,1584,44596,298,300,train
Jun_coronacases_case10_151.png,Jun,Jun_coronacases_case10,151,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_151.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_151.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_151.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_151.npy,1591,44449,300,300,train
Jun_coronacases_case10_152.png,Jun,Jun_coronacases_case10,152,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_152.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_152.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_152.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_152.npy,1494,44357,278,300,train
Jun_coronacases_case10_153.png,Jun,Jun_coronacases_case10,153,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_153.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_153.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_153.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_153.npy,1625,44370,309,300,train
Jun_coronacases_case10_154.png,Jun,Jun_coronacases_case10,154,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_154.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_154.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_154.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_154.npy,1633,44301,311,300,train
Jun_coronacases_case10_155.png,Jun,Jun_coronacases_case10,155,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_155.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_155.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_155.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_155.npy,1747,44360,342,300,train
Jun_coronacases_case10_156.png,Jun,Jun_coronacases_case10,156,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_156.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_156.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_156.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_156.npy,1647,44430,316,300,train
Jun_coronacases_case10_157.png,Jun,Jun_coronacases_case10,157,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_157.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_157.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_157.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_157.npy,1490,44419,280,300,train
Jun_coronacases_case10_158.png,Jun,Jun_coronacases_case10,158,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_158.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_158.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_158.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_158.npy,1541,44485,290,300,train
Jun_coronacases_case10_159.png,Jun,Jun_coronacases_case10,159,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_159.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_159.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_159.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_159.npy,1618,44458,300,300,train
Jun_coronacases_case10_160.png,Jun,Jun_coronacases_case10,160,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_160.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_160.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_160.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_160.npy,1461,44365,266,300,train
Jun_coronacases_case10_161.png,Jun,Jun_coronacases_case10,161,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_161.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_161.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_161.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_161.npy,1557,44460,280,300,train
Jun_coronacases_case10_162.png,Jun,Jun_coronacases_case10,162,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_162.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_162.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_162.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_162.npy,1347,44357,235,300,train
Jun_coronacases_case10_163.png,Jun,Jun_coronacases_case10,163,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_163.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_163.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_163.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_163.npy,1261,44387,217,300,train
Jun_coronacases_case10_164.png,Jun,Jun_coronacases_case10,164,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_164.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_164.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_164.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_164.npy,1528,44277,293,300,train
Jun_coronacases_case10_165.png,Jun,Jun_coronacases_case10,165,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_165.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_165.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_165.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_165.npy,1575,44299,299,300,train
Jun_coronacases_case10_166.png,Jun,Jun_coronacases_case10,166,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_166.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_166.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_166.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_166.npy,1372,44267,240,300,train
Jun_coronacases_case10_167.png,Jun,Jun_coronacases_case10,167,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_167.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_167.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_167.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_167.npy,1331,44152,231,300,train
Jun_coronacases_case10_168.png,Jun,Jun_coronacases_case10,168,data/dataset2_covid_lesion/processed/images/Jun_coronacases_case10_168.npy,data/dataset2_covid_lesion/processed/infection_masks/Jun_coronacases_case10_168.npy,data/dataset2_covid_lesion/processed/lung_masks/Jun_coronacases_case10_168.npy,data/dataset2_covid_lesion/scribbles/Jun_coronacases_case10_168.npy,1497,44062,275,300,train
